Title,Price,Location,Amenities,Type,Agent,Link,Date
 Contemporary 6 Bedroom Detached Duplex ,"₦ 750,000,000",Chevron Lekki Lagos, 6 Beds 7 Baths ,Contemporary 6 Bedroom Detached Duplex,"
               Joe Etoniru 
             ",/property/6-bedroom-house-for-sale-chevron-lekki-lagos-6NPPM," Updated 31 Oct 2025, Added 26 Sep 2025"
 2 Bedroom Apartment ,"₦ 200,000,000",Victoria Island Lagos, 2 Beds 3 Baths ,2 Bedroom Apartment,"
               Joe Etoniru 
             ",/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-1NPHE," Updated 31 Oct 2025, Added 24 Sep 2025"
 Stunning 5 Bedroom Detached Duplex ,"₦ 270,000,000",Ikota Lekki Lagos, 5 Beds 5 Baths ,Stunning 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-ikota-lekki-lagos-0NRFN," Updated 31 Oct 2025, Added 12 Oct 2025"
 2 Bedroom Apartment ,"₦ 110,000,000",Chevron Lekki Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-chevron-lekki-lagos-3NSND," Updated 31 Oct 2025, Added 23 Oct 2025"
 Lovely 4 Bedroom Semi Detached Duplex ,"₦ 180,000,000",Ikota Lekki Lagos, 4 Beds 4 Baths ,Lovely 4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikota-lekki-lagos-2NRFY," Updated 31 Oct 2025, Added 12 Oct 2025"
 Lovely 2 Bedroom Apartment ,"₦ 200,000,000",Ikate Lekki Lagos, 2 Beds 2 Baths ,Lovely 2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-ikate-lekki-lagos-3NSAE," Updated 31 Oct 2025, Added 19 Oct 2025"
 2 Bedroom Apartment ,"₦ 260,000,000",Lekki Phase 1 Lekki Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6NSEH," Updated 31 Oct 2025, Added 21 Oct 2025"
 1000sqm Virgin Land ," ₦ 580,000,000 ",Orange Island Phase 2 Lekki Phase 1 Lekki Lagos, ,1000sqm Virgin Land,"
               First Colony 
             ",/property/land-for-sale-orange-island-phase-2-lekki-phase-1-lekki-lagos-2NGLN,"Updated 31 Oct 2025, Added 22 Jul 2025"
 Lovely 3 Bedroom Apartment ,"₦ 180,000,000",Ikate Lekki Lagos, 3 Beds 3 Baths ,Lovely 3 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-ikate-lekki-lagos-8NSCK," Updated 31 Oct 2025, Added 20 Oct 2025"
 Stunning 5 Bedroom Detached Duplex ,"₦ 500,000,000",Chevron Lekki Lagos, 5 Beds 5 Baths ,Stunning 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-chevron-lekki-lagos-5NSCL," Updated 31 Oct 2025, Added 20 Oct 2025"
 Lovely 3 Bedroom Apartment ,"₦ 350,000,000",Lekki Phase 1 Lekki Lagos, 3 Beds 3 Baths ,Lovely 3 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4NSAL," Updated 31 Oct 2025, Added 19 Oct 2025"
 4 Bedroom Fully Detached Duplex With Bq ,"₦ 250,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Fully Detached Duplex With Bq,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-9NSFR," Updated 31 Oct 2025, Added 21 Oct 2025"
 Lovely 2 Bedroom Apartment ,"₦ 82,000,000",Chevron Lekki Lagos, 2 Beds 2 Baths ,Lovely 2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-chevron-lekki-lagos-0NSED," Updated 31 Oct 2025, Added 21 Oct 2025"
 Contemporary 4 Bedroom Detached Duplex ,"₦ 180,000,000",Ajah Lagos, 4 Beds 4 Baths ,Contemporary 4 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-7NRNH," Updated 31 Oct 2025, Added 14 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 200,000,000",Ologolo Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-4NSNN," Updated 31 Oct 2025, Added 23 Oct 2025"
 Stunning 5 Bedroom Detached Duplex ,"₦ 1,700,000,000",Ikoyi Lagos, 5 Beds 5 Baths ,Stunning 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-ikoyi-lagos-5NSAK," Updated 31 Oct 2025, Added 19 Oct 2025"
 4 Bedroom Terrace Duplex ,"₦ 140,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Terrace Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-6NSNB," Updated 31 Oct 2025, Added 23 Oct 2025"
 4 Bedroom Fully Detached Duplex ," ₦ 180,000,000 ",Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Fully Detached Duplex,"
               Mongeorge limited 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-0NSLS,"Updated 31 Oct 2025, Added 23 Oct 2025"
 3 Bedroom Apartment ,"₦ 200,000,000",Ikate Lekki Lagos, 3 Beds 3 Baths ,3 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-ikate-lekki-lagos-8NSNT," Updated 31 Oct 2025, Added 23 Oct 2025"
 Luxury 4 Bedroom Terraced Duplex ,"₦ 900,000,000",Ikoyi Lagos, 4 Beds 4 Baths ,Luxury 4 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikoyi-lagos-7NRQF," Updated 31 Oct 2025, Added 15 Oct 2025"
 Lovely 4 Bedroom Terraced Duplex ,"₦ 125,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Lovely 4 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-5NSCY," Updated 31 Oct 2025, Added 20 Oct 2025"
 4 Bedroom Detached Duplex With Bq ,"₦ 165,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Detached Duplex With Bq,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-8NSNA," Updated 31 Oct 2025, Added 23 Oct 2025"
 5 Bedroom Semi Detached Duplex With Bq ,"₦ 480,000,000",Victory Park Estate Osapa London Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Semi Detached Duplex With Bq,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-victory-park-estate-osapa-london-lekki-lagos-4NSEE," Updated 31 Oct 2025, Added 21 Oct 2025"
 Lovely 3 Bedroom Apartment ,"₦ 300,000,000",Lekki Phase 1 Lekki Lagos, 3 Beds 3 Baths ,Lovely 3 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1NSAG," Updated 31 Oct 2025, Added 19 Oct 2025"
 Stunning 4 Bedroom Semi Detached Duplex ,"₦ 160,000,000",Lekki Conservation Chevron Lekki Lagos, 4 Beds 4 Baths ,Stunning 4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-lekki-conservation-chevron-lekki-lagos-4NSEB," Updated 31 Oct 2025, Added 21 Oct 2025"
 Stunning 5 Bedroom Detached Duplex ,"₦ 770,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,Stunning 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6NSAF," Updated 31 Oct 2025, Added 19 Oct 2025"
 Lovely 4 Bedroom Terraced Duplex ,"₦ 220,000,000",Orchid Lekki Lagos, 4 Beds ,Lovely 4 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-9NSCH," Updated 31 Oct 2025, Added 20 Oct 2025"
 Stunning 4 Bedroom Detached Duplex ,"₦ 160,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Stunning 4 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-7NSCX," Updated 31 Oct 2025, Added 20 Oct 2025"
 3 Bedroom Terrace Duplex ,"₦ 110,000,000",Orchid Lekki Lagos, 3 Beds 3 Baths ,3 Bedroom Terrace Duplex,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-orchid-lekki-lagos-9NSEB," Updated 31 Oct 2025, Added 21 Oct 2025"
 2 Bedroom Apartment ," ₦ 70,000,000 ",Igbo Efon Lekki Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment,"
               BLUEHEDGE REALTORS 
             ",/property/2-bedroom-house-for-sale-igbo-efon-lekki-lagos-7NRAX,"Updated 31 Oct 2025, Added 10 Oct 2025"
 Stunning 2 Bedroom Apartment ,"₦ 300,000,000",Lekki Phase 1 Lekki Lagos, 2 Beds 2 Baths ,Stunning 2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7NQTS," Updated 31 Oct 2025, Added 07 Oct 2025"
 Luxury 4 Bedroom Terraced Duplex ,"₦ 850,000,000",Ikoyi Lagos, 4 Beds 4 Baths ,Luxury 4 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikoyi-lagos-8NRNE," Updated 31 Oct 2025, Added 14 Oct 2025"
 Stunning 4 Bedroom Terrace Duplex ,"₦ 95,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Stunning 4 Bedroom Terrace Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-4NSEC," Updated 31 Oct 2025, Added 21 Oct 2025"
 5 Bedroom Detached Duplex ,"₦ 850,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1NSLE," Updated 31 Oct 2025, Added 22 Oct 2025"
 3 Bedroom Apartment ,"₦ 85,000,000",Orchid Lekki Lagos, 3 Beds 3 Baths ,3 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-orchid-lekki-lagos-0NSLE," Updated 31 Oct 2025, Added 22 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 155,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-4NSGH," Updated 31 Oct 2025, Added 21 Oct 2025"
 Lovely 4 Bedroom Semi Detached Duplex ,"₦ 180,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Lovely 4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-1NSBC," Updated 31 Oct 2025, Added 20 Oct 2025"
 5 Bedroom Detached Duplex ,"₦ 1,000,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7NPYS," Updated 31 Oct 2025, Added 30 Sep 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 550,000,000",Lekki Phase 1 Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1NSED," Updated 31 Oct 2025, Added 21 Oct 2025"
 5 Bedroom Fully Detached Duplex ," ₦ 260,000,000 ",Lekki Scheme 2 Ajah Lagos, 5 Beds 5 Baths ,5 Bedroom Fully Detached Duplex,"
               LAOASISGLOBAL 
             ",/property/5-bedroom-house-for-sale-lekki-scheme-2-ajah-lagos-8NQTX,"Updated 31 Oct 2025, Added 07 Oct 2025"
 5 Bedroom Maisonette ,"₦ 300,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Maisonette,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3NSLH," Updated 31 Oct 2025, Added 22 Oct 2025"
 3 Bedroom Maisonette ,"₦ 220,000,000",Ikate Lekki Lagos, 3 Beds 3 Baths ,3 Bedroom Maisonette,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-ikate-lekki-lagos-6NSLH," Updated 31 Oct 2025, Added 22 Oct 2025"
 Lovely 3 Bedroom Terraced Duplex ,"₦ 90,000,000","Lagos Business School, Ajah Lagos", 3 Beds 3 Baths ,Lovely 3 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-lagos-business-school-ajah-lagos-9NSCZ," Updated 31 Oct 2025, Added 20 Oct 2025"
 5 Bedroom Detached Duplex ,"₦ 750,000,000",Victory Park Estate Osapa London Lekki Lagos, 5 Beds 5 Baths ,5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-victory-park-estate-osapa-london-lekki-lagos-1NQEY," Updated 31 Oct 2025, Added 02 Oct 2025"
 2 Bedroom Apartment ,"₦ 290,000,000",Victoria Island Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-victoria-island-lagos-8NSED," Updated 31 Oct 2025, Added 21 Oct 2025"
 Stunning 4 Bedroom Detached Duplex ,"₦ 1,600,000,000",Ikoyi Lagos, 4 Beds 4 Baths ,Stunning 4 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikoyi-lagos-3NSAK," Updated 31 Oct 2025, Added 19 Oct 2025"
 3 Bedroom Terrace Duplex ,"₦ 120,000,000",Ikota Lekki Lagos, 3 Beds 3 Baths ,3 Bedroom Terrace Duplex,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-ikota-lekki-lagos-3NSLB," Updated 31 Oct 2025, Added 22 Oct 2025"
 Lovely 3 Bedroom Apartment ,"₦ 90,000,000",Orchid Lekki Lagos, 3 Beds 3 Baths ,Lovely 3 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-orchid-lekki-lagos-1NSDA," Updated 31 Oct 2025, Added 20 Oct 2025"
 4 Bedroom Terrace Duplex With Bq ,"₦ 310,000,000",Ikate Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Terrace Duplex With Bq,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikate-lekki-lagos-3NSNE," Updated 31 Oct 2025, Added 23 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 200,000,000",Chevron Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-chevron-lekki-lagos-8NSEA," Updated 31 Oct 2025, Added 21 Oct 2025"
 4 Bedroom Terrace Duplex ,"₦ 300,000,000",Ikate Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Terrace Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikate-lekki-lagos-3NQTU," Updated 31 Oct 2025, Added 07 Oct 2025"
 Office ," ₦ 8,000,000,000 ",Wuse Zone 5 Wuse 1 Abuja, 10 Beds 10 Baths ,Office,"
               WELZ'S'CISCA VENTURE 
             ",/property/10-bedroom-commercial-property-for-sale-wuse-zone-5-wuse-1-abuja-1NDEM,"Updated 31 Oct 2025, Added 25 Jun 2025"
 Lovely 5 Bedroom Detached Duplex ,"₦ 300,000,000",Ikota Lekki Lagos, 4 Beds 4 Baths ,Lovely 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikota-lekki-lagos-3NRFN," Updated 31 Oct 2025, Added 12 Oct 2025"
 Massive 6 Bedroom Detached Duplex ,"₦ 2,000,000,000",Ikate Lekki Lagos, 6 Beds 6 Baths ,Massive 6 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/6-bedroom-house-for-sale-ikate-lekki-lagos-7NSAK," Updated 31 Oct 2025, Added 19 Oct 2025"
 Lovely 4 Bedroom Terraced Duplex ,"₦ 115,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Lovely 4 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-2NSBD," Updated 31 Oct 2025, Added 20 Oct 2025"
 Stunning 3 Bedroom Terrace Duplex ,"₦ 95,000,000",Orchid Lekki Lagos, 3 Beds 3 Baths ,Stunning 3 Bedroom Terrace Duplex,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-orchid-lekki-lagos-1NSNP," Updated 31 Oct 2025, Added 23 Oct 2025"
 2 Bedroom Apartment ,"₦ 140,000,000",Ikate Lekki Lagos, 2 Beds 2 Baths ,2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-ikate-lekki-lagos-0NSNU," Updated 31 Oct 2025, Added 23 Oct 2025"
 Lovely 3 Bedroom Terraced Duplex ,"₦ 130,000,000",Orchid Lekki Lagos, 3 Beds 3 Baths ,Lovely 3 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-orchid-lekki-lagos-9NSGH," Updated 31 Oct 2025, Added 21 Oct 2025"
 3 Bedroom Semi Detached Duplex ,"₦ 160,000,000",Ikota Lekki Lagos, 3 Beds 3 Baths ,3 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-ikota-lekki-lagos-2NSJU," Updated 31 Oct 2025, Added 22 Oct 2025"
 4 Bedroom Detached Duplex ,"₦ 220,000,000",Ikota Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikota-lekki-lagos-8NSEE," Updated 31 Oct 2025, Added 21 Oct 2025"
 4 Bedroom Terrace Duplex ,"₦ 200,000,000",Chevron Lekki Lagos, 4 Beds 4 Baths ,4 Bedroom Terrace Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-chevron-lekki-lagos-6NSNA," Updated 31 Oct 2025, Added 23 Oct 2025"
 4 Bedroom Terrace Duplex ," ₦ 230,000/day ",Oniru Victoria Island Lagos, 4 Beds 4 Baths ,4 Bedroom Terrace Duplex,"
               MimmieShortlet Services 
             ",/property/4-bedroom-flat-apartment-for-shortlet-oniru-victoria-island-lagos-9NSUQ,"Updated 31 Oct 2025, Added 27 Oct 2025"
 Stunning 4 Bedroom Penthouse ,"₦ 550,000,000",Victoria Island Lagos, 4 Beds 4 Baths ,Stunning 4 Bedroom Penthouse,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-victoria-island-lagos-2NSCY," Updated 31 Oct 2025, Added 20 Oct 2025"
 Lovely 4 Bedroom Semi Detached Duplex ,"₦ 190,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Lovely 4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-2NSAY," Updated 31 Oct 2025, Added 20 Oct 2025"
 4 Bedroom Semi Detached Duplex ,"₦ 145,000,000",Ajah Lagos, 4 Beds 4 Baths ,4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ajah-lagos-7NQWW," Updated 31 Oct 2025, Added 08 Oct 2025"
 Lovely 3 Bedroom Maisonette ,"₦ 350,000,000","Freedom Way, Lekki Lagos", 3 Beds 3 Baths ,Lovely 3 Bedroom Maisonette,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-freedom-way-lekki-lagos-7NSBD," Updated 31 Oct 2025, Added 20 Oct 2025"
 Affordable 2 Bedroom Apartment ,"₦ 220,000,000",Ikate Lekki Lagos, 2 Beds 2 Baths ,Affordable 2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-ikate-lekki-lagos-2NRNC," Updated 31 Oct 2025, Added 14 Oct 2025"
 Stunning 5 Bedroom Detached Duplex ,"₦ 850,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,Stunning 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4NSAE," Updated 31 Oct 2025, Added 19 Oct 2025"
 Contemporary 4 Bedroom Semi Detached Duplex ,"₦ 200,000,000",Orchid Lekki Lagos, 4 Beds 4 Baths ,Contemporary 4 Bedroom Semi Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-orchid-lekki-lagos-0NRFP," Updated 31 Oct 2025, Added 12 Oct 2025"
 Stunning 5 Bedroom Detached Duplex ,"₦ 750,000,000",Lekki Phase 1 Lekki Lagos, 5 Beds 5 Baths ,Stunning 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9NSAD," Updated 31 Oct 2025, Added 19 Oct 2025"
 Lovely 5 Bedroom Detached Duplex ,"₦ 980,000,000",Ikate Lekki Lagos, 5 Beds 5 Baths ,Lovely 5 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/5-bedroom-house-for-sale-ikate-lekki-lagos-9NSAK," Updated 31 Oct 2025, Added 19 Oct 2025"
 Lovely 4 Bedroom Detached Duplex ,"₦ 280,000,000",Ikota Lekki Lagos, 4 Beds 4 Baths ,Lovely 4 Bedroom Detached Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikota-lekki-lagos-2NRFN," Updated 31 Oct 2025, Added 12 Oct 2025"
 Lovely 2 Bedroom Apartment ,"₦ 450,000,000",Victoria Island Lagos, 2 Beds 2 Baths ,Lovely 2 Bedroom Apartment,"
               ITJ REALTOR 
             ",/property/2-bedroom-house-for-sale-victoria-island-lagos-2NSAL," Updated 31 Oct 2025, Added 19 Oct 2025"
 5 Bedroom Duplex With 2 Bq ," ₦ 150,000,000 ",Ologuneru Ibadan Oyo, ,5 Bedroom Duplex With 2 Bq,"
               Openkeys business 
             ",/property/house-for-sale-ologuneru-ibadan-oyo-6MLQU,"Updated 31 Oct 2025, Added 03 Feb 2025"
 3 Bedroom Maisonette With Bq ,"₦ 1,000,000,000",Ikoyi Lagos, 3 Beds 3 Baths ,3 Bedroom Maisonette With Bq,"
               ITJ REALTOR 
             ",/property/3-bedroom-house-for-sale-ikoyi-lagos-9NSND," Updated 31 Oct 2025, Added 23 Oct 2025"
 Massive 4 Bedroom Terraced Duplex ,"₦ 1,400,000,000",Ikoyi Lagos, 4 Beds 4 Baths ,Massive 4 Bedroom Terraced Duplex,"
               ITJ REALTOR 
             ",/property/4-bedroom-house-for-sale-ikoyi-lagos-6NSAK," Updated 31 Oct 2025, Added 19 Oct 2025"
